fecha,hospital,provincia,dia_semana,mes,year,pacientes_ayer,temperatura_media,temperatura_maxima,temperatura_minima,viento,viento_maximo,precipitaciones,humedad,target_pacientes
2025-01-11,C.A.U. León,León,SÁBADO,1,2025,319,10.3,15.0,2.0,13.0,20.6,2.03,76.0,274
2025-01-12,C.A.U. León,León,DOMINGO,1,2025,274,4.3,12.0,-4.0,7.2,14.8,0.0,70.0,288
2025-01-13,C.A.U. León,León,LUNES,1,2025,288,1.7,12.7,-8.0,5.6,13.0,0.0,48.0,299
2025-01-14,C.A.U. León,León,MARTES,1,2025,299,-0.2,12.8,-10.0,6.9,16.5,0.0,52.0,282
2025-01-15,C.A.U. León,León,MIÉRCOLES,1,2025,282,2.2,15.7,-8.0,6.9,13.0,0.0,41.0,307
2025-01-16,C.A.U. León,León,JUEVES,1,2025,307,3.0,15.0,-6.0,5.2,14.8,0.0,57.0,282
2025-01-17,C.A.U. León,León,VIERNES,1,2025,282,2.2,8.0,-2.1,10.0,16.5,0.0,74.0,289
2025-01-18,C.A.U. León,León,SÁBADO,1,2025,289,0.6,9.0,-7.0,7.0,16.5,0.0,75.0,248
2025-01-19,C.A.U. León,León,DOMINGO,1,2025,248,-1.6,2.2,-8.0,4.8,11.1,0.0,93.0,259
2025-01-20,C.A.U. León,León,LUNES,1,2025,259,2.1,4.0,0.0,5.4,9.4,6.6,100.0,267
2025-01-21,C.A.U. León,León,MARTES,1,2025,267,6.3,8.5,3.0,5.9,13.0,1.78,100.0,332
2025-01-22,C.A.U. León,León,MIÉRCOLES,1,2025,332,7.9,9.0,6.4,11.3,22.2,4.32,100.0,295
2025-01-23,C.A.U. León,León,JUEVES,1,2025,295,6.5,10.0,2.0,6.5,14.8,0.0,86.0,332
2025-01-24,C.A.U. León,León,VIERNES,1,2025,332,8.0,10.0,6.0,15.7,44.6,0.0,93.0,300
2025-01-25,C.A.U. León,León,SÁBADO,1,2025,300,5.7,10.0,-1.0,21.1,35.2,2.79,86.0,259
2025-01-26,C.A.U. León,León,DOMINGO,1,2025,259,6.4,11.0,1.4,27.6,46.5,2.03,99.0,209
2025-01-27,C.A.U. León,León,LUNES,1,2025,209,5.8,10.1,0.2,23.2,48.2,27.18,89.0,290
2025-01-28,C.A.U. León,León,MARTES,1,2025,290,2.4,6.0,-0.5,20.9,35.2,11.43,92.0,306
2025-01-29,C.A.U. León,León,MIÉRCOLES,1,2025,306,4.0,7.0,2.0,23.0,48.2,0.0,91.0,280
2025-01-30,C.A.U. León,León,JUEVES,1,2025,280,3.3,7.0,0.8,19.1,46.5,4.57,75.0,255
2025-01-31,C.A.U. León,León,VIERNES,1,2025,255,2.2,10.4,-5.0,6.5,16.5,3.05,70.0,257
2025-02-01,C.A.U. León,León,SÁBADO,2,2025,257,4.9,12.2,-4.0,9.4,22.2,0.0,70.0,229
2025-02-02,C.A.U. León,León,DOMINGO,2,2025,229,1.6,11.0,-7.0,6.7,24.1,0.0,81.0,230
2025-02-03,C.A.U. León,León,LUNES,2,2025,230,1.6,11.0,-6.0,6.1,13.0,0.0,82.0,308
2025-02-04,C.A.U. León,León,MARTES,2,2025,308,1.1,8.6,-6.0,4.1,13.0,0.0,0.0,329
2025-02-05,C.A.U. León,León,MIÉRCOLES,2,2025,329,1.9,12.7,-7.0,4.6,11.1,0.0,74.0,277
2025-02-06,C.A.U. León,León,JUEVES,2,2025,277,1.3,9.0,-6.0,5.2,13.0,0.0,72.0,262
2025-02-07,C.A.U. León,León,VIERNES,2,2025,262,1.2,5.0,-2.0,5.7,14.8,2.79,96.0,293
2025-02-08,C.A.U. León,León,SÁBADO,2,2025,293,1.3,7.2,-7.0,8.3,16.5,2.79,70.0,279
2025-02-09,C.A.U. León,León,DOMINGO,2,2025,279,5.2,8.5,2.9,2.6,7.6,1.02,95.0,245
2025-02-10,C.A.U. León,León,LUNES,2,2025,245,7.1,10.0,4.6,4.8,14.8,0.25,99.0,304
2025-02-11,C.A.U. León,León,MARTES,2,2025,304,6.3,9.0,4.3,4.1,16.5,6.6,99.0,318
2025-02-12,C.A.U. León,León,MIÉRCOLES,2,2025,318,6.1,11.0,2.0,13.0,33.5,10.41,82.0,308
2025-02-13,C.A.U. León,León,JUEVES,2,2025,308,6.9,11.0,3.8,4.4,13.0,0.0,90.0,283
2025-02-14,C.A.U. León,León,VIERNES,2,2025,283,5.7,10.8,0.0,4.3,9.4,0.0,90.0,266
2025-02-15,C.A.U. León,León,SÁBADO,2,2025,266,7.8,13.4,4.8,7.0,14.8,0.0,81.0,257
2025-02-16,C.A.U. León,León,DOMINGO,2,2025,257,6.3,11.0,1.0,5.9,18.3,0.0,84.0,262
2025-02-17,C.A.U. León,León,LUNES,2,2025,262,3.7,9.5,-3.0,4.4,11.1,104.14,93.0,346
2025-02-18,C.A.U. León,León,MARTES,2,2025,346,6.4,12.4,1.0,6.5,13.0,0.0,85.0,340
2025-02-19,C.A.U. León,León,MIÉRCOLES,2,2025,340,6.7,12.5,1.0,4.8,14.8,0.0,93.0,302
2025-02-20,C.A.U. León,León,JUEVES,2,2025,302,7.3,10.3,2.0,4.6,11.1,0.0,98.0,269
2025-02-21,C.A.U. León,León,VIERNES,2,2025,269,8.8,12.0,4.8,17.6,37.0,0.0,95.0,276
2025-02-22,C.A.U. León,León,SÁBADO,2,2025,276,5.3,10.2,1.0,8.0,22.2,7.62,88.0,265
2025-02-23,C.A.U. León,León,DOMINGO,2,2025,265,4.9,11.4,-2.0,6.9,14.8,0.0,84.0,245
2025-02-24,C.A.U. León,León,LUNES,2,2025,245,7.2,12.0,2.0,10.2,27.8,0.0,88.0,282
2025-02-25,C.A.U. León,León,MARTES,2,2025,282,6.7,10.0,-3.0,11.9,29.4,0.0,71.0,330
2025-02-26,C.A.U. León,León,MIÉRCOLES,2,2025,330,3.4,11.2,-6.0,7.0,14.8,0.0,71.0,329
2025-02-27,C.A.U. León,León,JUEVES,2,2025,329,5.1,8.0,2.2,5.2,9.4,0.0,76.0,306
2025-02-28,C.A.U. León,León,VIERNES,2,2025,306,5.9,10.0,3.1,9.1,20.6,0.0,72.0,288
2025-03-01,C.A.U. León,León,SÁBADO,3,2025,288,5.0,10.0,0.0,14.6,27.8,0.0,55.0,248
2025-03-02,C.A.U. León,León,DOMINGO,3,2025,248,1.1,6.0,-8.0,11.3,25.9,0.0,76.0,225
2025-03-03,C.A.U. León,León,LUNES,3,2025,225,6.5,10.0,1.9,15.9,22.2,2.29,86.0,285
2025-03-04,C.A.U. León,León,MARTES,3,2025,285,7.7,10.0,6.0,9.1,14.8,0.51,93.0,321
2025-03-05,C.A.U. León,León,MIÉRCOLES,3,2025,321,8.1,11.3,6.2,10.7,20.6,8.89,95.0,272
2025-03-06,C.A.U. León,León,JUEVES,3,2025,272,8.4,11.0,6.6,10.6,16.5,7.62,96.0,308
2025-03-07,C.A.U. León,León,VIERNES,3,2025,308,8.4,11.0,6.4,15.4,27.8,4.32,97.0,301
2025-03-08,C.A.U. León,León,SÁBADO,3,2025,301,6.4,9.0,3.5,21.9,57.6,7.87,95.0,249
2025-03-09,C.A.U. León,León,DOMINGO,3,2025,249,4.7,9.0,2.0,9.8,16.5,10.67,89.0,249
2025-03-10,C.A.U. León,León,LUNES,3,2025,249,5.8,9.0,3.5,10.2,18.3,0.76,89.0,312
2025-03-11,C.A.U. León,León,MARTES,3,2025,312,6.6,11.1,3.0,9.8,24.1,10.41,81.0,350
2025-03-12,C.A.U. León,León,MIÉRCOLES,3,2025,350,5.8,12.9,-1.0,8.5,22.2,0.25,70.0,277
2025-03-13,C.A.U. León,León,JUEVES,3,2025,277,4.6,9.2,-0.2,11.9,24.1,0.0,64.0,321
2025-03-14,C.A.U. León,León,VIERNES,3,2025,321,1.9,8.0,-6.0,9.8,18.3,0.0,62.0,315
2025-03-15,C.A.U. León,León,SÁBADO,3,2025,315,1.9,6.2,-3.0,6.7,20.6,0.0,73.0,254
2025-03-16,C.A.U. León,León,DOMINGO,3,2025,254,2.7,7.5,-4.0,5.4,13.0,0.0,64.0,272
2025-03-17,C.A.U. León,León,LUNES,3,2025,272,4.7,9.1,-1.0,10.4,16.5,0.0,65.0,351
2025-03-18,C.A.U. León,León,MARTES,3,2025,351,6.7,8.2,5.0,8.9,16.5,0.0,98.0,296
2025-03-19,C.A.U. León,León,MIÉRCOLES,3,2025,296,9.2,13.6,6.2,15.7,35.2,1.52,80.0,296
2025-03-20,C.A.U. León,León,JUEVES,3,2025,296,9.7,13.1,6.0,24.8,42.4,0.51,73.0,300
2025-03-21,C.A.U. León,León,VIERNES,3,2025,300,6.9,9.0,4.0,24.6,37.0,5.84,97.0,311
2025-03-22,C.A.U. León,León,SÁBADO,3,2025,311,4.7,9.5,0.9,16.5,31.7,5.33,89.0,260
2025-03-23,C.A.U. León,León,DOMINGO,3,2025,260,3.8,10.0,-2.0,14.8,25.9,3.3,80.0,266
2025-03-24,C.A.U. León,León,LUNES,3,2025,266,6.8,12.0,2.9,16.1,25.9,0.0,76.0,347
2025-03-25,C.A.U. León,León,MARTES,3,2025,347,7.9,13.8,1.8,10.2,22.2,0.0,68.0,321
2025-03-26,C.A.U. León,León,MIÉRCOLES,3,2025,321,7.6,14.0,1.0,6.1,13.0,0.0,72.0,303
2025-03-27,C.A.U. León,León,JUEVES,3,2025,303,6.6,14.2,-2.0,6.5,14.8,0.0,74.0,304
2025-03-28,C.A.U. León,León,VIERNES,3,2025,304,8.4,16.3,0.0,9.6,24.1,0.0,64.0,312
2025-03-29,C.A.U. León,León,SÁBADO,3,2025,312,7.7,14.8,-2.0,12.2,22.2,0.0,51.0,263
2025-03-30,C.A.U. León,León,DOMINGO,3,2025,263,7.9,18.2,-2.0,6.5,13.0,0.0,63.0,262
2025-03-31,C.A.U. León,León,LUNES,3,2025,262,12.5,22.6,2.0,8.9,18.3,0.0,41.0,357
2025-04-01,C.A.U. León,León,MARTES,4,2025,357,12.7,21.9,2.0,8.7,22.2,0.0,45.0,328
2025-04-02,C.A.U. León,León,MIÉRCOLES,4,2025,328,11.4,18.0,2.0,12.6,38.9,0.0,65.0,328
2025-04-03,C.A.U. León,León,JUEVES,4,2025,328,8.9,13.0,6.4,12.6,24.1,3.56,87.0,302
2025-04-04,C.A.U. León,León,VIERNES,4,2025,302,9.9,13.1,7.1,20.4,38.9,6.1,92.0,313
2025-04-05,C.A.U. León,León,SÁBADO,4,2025,313,9.6,13.2,7.6,13.5,24.1,5.08,92.0,278
2025-04-06,C.A.U. León,León,DOMINGO,4,2025,278,9.9,17.4,2.0,6.9,13.0,3.81,69.0,273
2025-04-07,C.A.U. León,León,LUNES,4,2025,273,10.6,19.6,1.0,6.5,13.0,0.0,64.0,323
2025-04-08,C.A.U. León,León,MARTES,4,2025,323,12.8,21.5,5.0,7.0,13.0,0.0,58.0,359
2025-04-09,C.A.U. León,León,MIÉRCOLES,4,2025,359,14.9,22.5,5.0,8.1,14.8,0.0,52.0,296
2025-04-10,C.A.U. León,León,JUEVES,4,2025,296,14.3,22.0,3.0,8.7,16.5,0.0,58.0,265
2025-04-11,C.A.U. León,León,VIERNES,4,2025,265,13.1,18.0,8.0,11.3,22.2,0.0,72.0,273
2025-04-12,C.A.U. León,León,SÁBADO,4,2025,273,11.4,15.0,10.0,6.7,14.8,4.06,94.0,268
2025-04-13,C.A.U. León,León,DOMINGO,4,2025,268,11.7,17.6,3.0,8.5,20.6,4.06,69.0,273
2025-04-14,C.A.U. León,León,LUNES,4,2025,273,9.5,13.1,5.0,17.0,37.0,0.0,84.0,330
2025-04-15,C.A.U. León,León,MARTES,4,2025,330,5.5,11.0,0.0,19.8,37.0,1.78,74.0,295
2025-04-16,C.A.U. León,León,MIÉRCOLES,4,2025,295,3.9,10.3,-0.1,16.1,31.7,0.0,86.0,285
2025-04-17,C.A.U. León,León,JUEVES,4,2025,285,7.5,15.5,-1.0,11.3,27.8,1.02,77.0,258
2025-04-18,C.A.U. León,León,VIERNES,4,2025,258,9.6,13.0,5.0,20.0,42.4,0.0,92.0,219
2025-04-19,C.A.U. León,León,SÁBADO,4,2025,219,4.6,9.0,1.0,19.4,33.5,8.38,89.0,259
2025-04-20,C.A.U. León,León,DOMINGO,4,2025,259,7.3,14.5,-1.0,13.7,25.9,8.89,73.0,250
2025-04-21,C.A.U. León,León,LUNES,4,2025,250,7.9,14.0,2.0,8.5,22.2,0.0,90.0,356
2025-04-22,C.A.U. León,León,MARTES,4,2025,356,9.3,15.0,2.0,7.2,14.8,1.78,69.0,294
2025-04-23,C.A.U. León,León,MIÉRCOLES,4,2025,294,11.3,21.4,1.0,10.2,22.2,0.0,65.0,266
2025-04-24,C.A.U. León,León,JUEVES,4,2025,266,12.3,22.0,0.0,5.9,11.1,0.0,61.0,317
2025-04-25,C.A.U. León,León,VIERNES,4,2025,317,14.1,22.0,6.0,10.4,22.2,0.0,66.0,284
2025-04-26,C.A.U. León,León,SÁBADO,4,2025,284,9.8,15.5,4.0,15.7,29.4,0.25,59.0,221
2025-04-27,C.A.U. León,León,DOMINGO,4,2025,221,9.8,18.1,-2.0,7.0,13.0,0.0,54.0,266
2025-04-28,C.A.U. León,León,LUNES,4,2025,266,12.5,20.7,2.0,7.8,13.0,0.0,60.0,289
2025-04-29,C.A.U. León,León,MARTES,4,2025,289,15.2,21.1,8.8,11.1,18.3,0.0,55.0,329
2025-04-30,C.A.U. León,León,MIÉRCOLES,4,2025,329,13.6,18.0,6.0,15.2,51.9,0.0,68.0,337
2025-05-01,C.A.U. León,León,JUEVES,5,2025,337,11.4,16.7,7.0,7.8,14.8,9.91,73.0,254
2025-05-02,C.A.U. León,León,VIERNES,5,2025,254,12.1,15.3,9.0,14.1,29.4,0.0,85.0,307
2025-05-03,C.A.U. León,León,SÁBADO,5,2025,307,11.8,16.3,9.0,11.9,25.9,7.11,84.0,252
2025-05-04,C.A.U. León,León,DOMINGO,5,2025,252,10.4,16.2,8.0,6.7,18.3,6.6,93.0,247
2025-05-05,C.A.U. León,León,LUNES,5,2025,247,10.0,15.0,5.0,13.7,31.7,7.11,73.0,308
2025-05-06,C.A.U. León,León,MARTES,5,2025,308,7.6,12.7,0.0,10.4,20.6,0.0,58.0,351
2025-05-07,C.A.U. León,León,MIÉRCOLES,5,2025,351,8.2,15.8,-1.0,7.0,14.8,0.0,59.0,299
2025-05-08,C.A.U. León,León,JUEVES,5,2025,299,9.7,15.2,2.0,7.8,18.3,0.0,72.0,306
2025-05-09,C.A.U. León,León,VIERNES,5,2025,306,8.1,12.1,6.6,7.6,16.5,24.38,93.0,323
2025-05-10,C.A.U. León,León,SÁBADO,5,2025,323,7.8,11.7,6.0,8.9,25.9,5.08,95.0,275
2025-05-11,C.A.U. León,León,DOMINGO,5,2025,275,7.8,13.0,4.0,17.8,33.5,8.38,85.0,235
2025-05-12,C.A.U. León,León,LUNES,5,2025,235,8.3,12.0,4.4,10.9,20.6,0.0,88.0,305
2025-05-13,C.A.U. León,León,MARTES,5,2025,305,9.4,13.8,6.0,7.4,16.5,3.81,84.0,329
2025-05-14,C.A.U. León,León,MIÉRCOLES,5,2025,329,10.8,17.0,5.6,8.9,22.2,3.56,79.0,306
2025-05-15,C.A.U. León,León,JUEVES,5,2025,306,11.3,16.0,7.8,8.7,16.5,16.76,82.0,294
2025-05-16,C.A.U. León,León,VIERNES,5,2025,294,13.9,20.8,5.0,7.8,16.5,3.3,60.0,288
2025-05-17,C.A.U. León,León,SÁBADO,5,2025,288,13.0,22.1,4.0,8.1,14.8,0.0,60.0,289
2025-05-18,C.A.U. León,León,DOMINGO,5,2025,289,15.6,23.5,8.0,11.5,25.9,0.0,58.0,258
2025-05-19,C.A.U. León,León,LUNES,5,2025,258,11.6,17.0,7.0,10.7,22.2,0.76,77.0,338
2025-05-20,C.A.U. León,León,MARTES,5,2025,338,13.9,21.2,4.0,6.7,13.0,0.76,61.0,291
2025-05-21,C.A.U. León,León,MIÉRCOLES,5,2025,291,13.6,22.8,5.0,11.3,24.1,0.0,68.0,306
2025-05-22,C.A.U. León,León,JUEVES,5,2025,306,12.9,19.5,6.0,7.2,14.8,0.0,58.0,294
2025-05-23,C.A.U. León,León,VIERNES,5,2025,294,12.3,20.8,2.0,6.3,11.1,0.0,55.0,274
2025-05-24,C.A.U. León,León,SÁBADO,5,2025,274,14.2,23.7,4.0,7.8,13.0,0.0,53.0,258
2025-05-25,C.A.U. León,León,DOMINGO,5,2025,258,11.2,13.5,7.0,6.1,9.4,0.0,92.0,262
2025-05-26,C.A.U. León,León,LUNES,5,2025,262,14.4,22.9,4.0,6.5,13.0,0.0,66.0,339
2025-05-27,C.A.U. León,León,MARTES,5,2025,339,15.9,26.0,4.0,5.6,13.0,0.0,61.0,316
2025-05-28,C.A.U. León,León,MIÉRCOLES,5,2025,316,19.3,28.0,9.0,5.2,9.4,0.0,49.0,260
2025-05-29,C.A.U. León,León,JUEVES,5,2025,260,20.6,29.5,10.0,8.0,18.3,0.0,48.0,303
2025-05-30,C.A.U. León,León,VIERNES,5,2025,303,19.3,25.3,13.0,10.2,42.4,0.0,59.0,322
2025-05-31,C.A.U. León,León,SÁBADO,5,2025,322,19.8,28.0,10.0,6.1,13.0,0.0,60.0,260
2025-06-01,C.A.U. León,León,DOMINGO,6,2025,260,19.1,25.5,12.0,7.6,16.5,0.0,63.0,286
2025-06-02,C.A.U. León,León,LUNES,6,2025,286,16.1,23.0,8.8,9.4,18.3,0.0,68.0,330
2025-06-03,C.A.U. León,León,MARTES,6,2025,330,15.8,21.7,10.0,7.8,16.5,0.0,83.0,320
2025-06-04,C.A.U. León,León,MIÉRCOLES,6,2025,320,13.6,20.2,7.0,13.1,27.8,21.59,69.0,289
2025-06-05,C.A.U. León,León,JUEVES,6,2025,289,15.6,22.5,10.0,15.2,25.9,0.0,66.0,283
2025-06-06,C.A.U. León,León,VIERNES,6,2025,283,15.8,22.9,9.0,12.2,22.2,0.0,67.0,315
2025-06-07,C.A.U. León,León,SÁBADO,6,2025,315,16.3,23.8,9.9,15.4,25.9,0.0,59.0,250
2025-06-08,C.A.U. León,León,DOMINGO,6,2025,250,14.9,25.9,5.0,5.0,11.1,0.0,66.0,235
2025-06-09,C.A.U. León,León,LUNES,6,2025,235,20.4,30.2,9.0,5.6,11.1,0.0,52.0,378
2025-06-10,C.A.U. León,León,MARTES,6,2025,378,23.4,30.3,16.0,8.7,18.3,0.0,45.0,311
2025-06-11,C.A.U. León,León,MIÉRCOLES,6,2025,311,22.1,27.1,16.0,14.3,29.4,0.0,47.0,306
2025-06-12,C.A.U. León,León,JUEVES,6,2025,306,15.9,22.5,8.0,10.0,20.6,0.0,68.0,314
2025-06-13,C.A.U. León,León,VIERNES,6,2025,314,18.2,26.2,9.0,11.9,27.8,0.0,63.0,284
2025-06-14,C.A.U. León,León,SÁBADO,6,2025,284,17.0,24.0,10.0,6.9,18.3,0.0,70.0,276
2025-06-15,C.A.U. León,León,DOMINGO,6,2025,276,17.5,26.2,6.0,7.2,14.8,0.0,59.0,244
2025-06-16,C.A.U. León,León,LUNES,6,2025,244,18.7,30.1,6.0,5.0,11.1,0.0,53.0,334
2025-06-17,C.A.U. León,León,MARTES,6,2025,334,23.8,32.8,10.0,6.9,16.5,0.0,45.0,337
2025-06-18,C.A.U. León,León,MIÉRCOLES,6,2025,337,25.1,33.4,14.0,9.6,22.2,0.0,39.0,281
2025-06-19,C.A.U. León,León,JUEVES,6,2025,281,21.2,27.0,13.0,7.8,22.2,0.0,59.0,328
2025-06-20,C.A.U. León,León,VIERNES,6,2025,328,23.7,33.0,15.3,10.6,29.4,0.25,45.0,312
2025-06-21,C.A.U. León,León,SÁBADO,6,2025,312,23.6,32.0,15.0,12.6,27.8,1.02,45.0,245
2025-06-22,C.A.U. León,León,DOMINGO,6,2025,245,22.9,30.9,15.9,10.7,22.2,0.0,48.0,271
2025-06-23,C.A.U. León,León,LUNES,6,2025,271,23.4,32.0,12.0,9.3,25.9,0.0,46.0,351
2025-06-24,C.A.U. León,León,MARTES,6,2025,351,18.9,25.0,13.0,14.1,40.7,0.25,69.0,287
2025-06-25,C.A.U. León,León,MIÉRCOLES,6,2025,287,17.8,23.2,11.0,9.6,20.6,8.89,75.0,335
2025-06-26,C.A.U. León,León,JUEVES,6,2025,335,19.2,27.4,10.0,6.1,13.0,0.0,59.0,333
2025-06-27,C.A.U. León,León,VIERNES,6,2025,333,22.4,31.4,12.0,7.0,13.0,0.0,51.0,261
2025-06-28,C.A.U. León,León,SÁBADO,6,2025,261,24.5,33.6,15.0,6.9,13.0,0.0,43.0,237
2025-06-29,C.A.U. León,León,DOMINGO,6,2025,237,25.3,34.4,18.5,11.5,42.4,0.0,40.0,302
2025-06-30,C.A.U. León,León,LUNES,6,2025,302,24.6,34.2,13.0,9.1,20.6,1.02,37.0,302
2025-07-01,C.A.U. León,León,MARTES,7,2025,302,26.5,34.3,14.0,9.6,20.6,0.0,31.0,345
2025-07-02,C.A.U. León,León,MIÉRCOLES,7,2025,345,22.8,33.2,16.0,12.2,29.4,0.51,54.0,306
2025-07-03,C.A.U. León,León,JUEVES,7,2025,306,21.0,31.3,12.0,9.8,50.0,0.0,59.0,303
2025-07-04,C.A.U. León,León,VIERNES,7,2025,303,22.4,30.1,15.0,9.8,24.1,0.76,56.0,281
2025-07-05,C.A.U. León,León,SÁBADO,7,2025,281,22.2,31.2,15.0,8.7,16.5,0.0,53.0,254
2025-07-06,C.A.U. León,León,DOMINGO,7,2025,254,21.2,29.1,12.0,9.4,20.6,0.0,59.0,257
2025-07-07,C.A.U. León,León,LUNES,7,2025,257,18.4,26.1,10.0,12.6,24.1,0.0,54.0,321
2025-07-08,C.A.U. León,León,MARTES,7,2025,321,16.9,28.0,3.0,6.5,16.5,0.0,41.0,306
2025-07-09,C.A.U. León,León,MIÉRCOLES,7,2025,306,21.3,32.0,8.0,7.8,16.5,0.0,37.0,301
2025-07-10,C.A.U. León,León,JUEVES,7,2025,301,23.4,32.0,12.0,8.5,18.3,0.0,42.0,301
2025-07-11,C.A.U. León,León,VIERNES,7,2025,301,21.7,28.9,15.0,8.5,18.3,0.0,51.0,292
2025-07-12,C.A.U. León,León,SÁBADO,7,2025,292,20.7,27.4,14.0,8.3,22.2,0.0,56.0,243
2025-07-13,C.A.U. León,León,DOMINGO,7,2025,243,20.1,27.2,13.0,8.3,24.1,0.0,63.0,243
2025-07-14,C.A.U. León,León,LUNES,7,2025,243,19.9,28.4,10.0,7.6,18.3,0.0,57.0,330
2025-07-15,C.A.U. León,León,MARTES,7,2025,330,20.4,30.0,8.0,6.7,13.0,0.0,52.0,300
2025-07-16,C.A.U. León,León,MIÉRCOLES,7,2025,300,23.7,33.6,11.0,7.2,20.6,0.0,43.0,293
2025-07-17,C.A.U. León,León,JUEVES,7,2025,293,23.6,33.0,12.0,8.1,20.6,0.0,44.0,313
2025-07-18,C.A.U. León,León,VIERNES,7,2025,313,19.3,27.0,11.0,8.5,25.9,0.0,65.0,286
2025-07-19,C.A.U. León,León,SÁBADO,7,2025,286,17.6,24.3,10.0,12.0,22.2,0.0,61.0,257
2025-07-20,C.A.U. León,León,DOMINGO,7,2025,257,16.5,21.9,12.0,19.6,33.5,0.0,58.0,235
2025-07-21,C.A.U. León,León,LUNES,7,2025,235,17.0,26.0,8.0,10.7,22.2,0.0,48.0,291
2025-07-22,C.A.U. León,León,MARTES,7,2025,291,18.7,28.0,7.0,8.0,20.6,0.0,56.0,335
2025-07-23,C.A.U. León,León,MIÉRCOLES,7,2025,335,18.1,25.3,8.0,11.9,25.9,0.0,51.0,254
2025-07-24,C.A.U. León,León,JUEVES,7,2025,254,15.2,22.4,6.0,11.3,24.1,0.0,56.0,297
2025-07-25,C.A.U. León,León,VIERNES,7,2025,297,17.4,27.1,7.6,7.2,16.5,0.0,45.0,301
2025-07-26,C.A.U. León,León,SÁBADO,7,2025,301,18.3,29.0,6.0,7.2,13.0,0.0,49.0,249
2025-07-27,C.A.U. León,León,DOMINGO,7,2025,249,20.6,31.1,8.0,8.9,18.3,0.0,45.0,240
2025-07-28,C.A.U. León,León,LUNES,7,2025,240,18.1,25.8,9.0,10.7,18.3,0.0,57.0,313
2025-07-29,C.A.U. León,León,MARTES,7,2025,313,18.9,27.4,8.0,8.0,20.6,1.27,54.0,289
2025-07-30,C.A.U. León,León,MIÉRCOLES,7,2025,289,18.2,28.4,6.0,7.0,14.8,0.0,51.0,303
2025-07-31,C.A.U. León,León,JUEVES,7,2025,303,19.2,30.1,8.0,6.9,14.8,4.06,53.0,283
2025-08-01,C.A.U. León,León,VIERNES,8,2025,283,19.6,30.2,8.0,6.5,18.3,1.27,44.0,338
2025-08-02,C.A.U. León,León,SÁBADO,8,2025,338,20.5,31.0,9.0,6.9,20.6,5.33,48.0,237
2025-08-03,C.A.U. León,León,DOMINGO,8,2025,237,21.6,31.3,11.0,7.6,13.0,0.0,43.0,222
2025-08-04,C.A.U. León,León,LUNES,8,2025,222,24.2,35.1,12.0,10.0,27.8,0.0,32.0,303
2025-08-05,C.A.U. León,León,MARTES,8,2025,303,23.1,32.4,11.0,9.3,22.2,0.0,42.0,292
2025-08-06,C.A.U. León,León,MIÉRCOLES,8,2025,292,23.3,32.4,12.0,7.6,16.5,0.0,42.0,269
2025-08-07,C.A.U. León,León,JUEVES,8,2025,269,25.1,34.8,14.0,8.0,16.5,0.0,37.0,307
2025-08-08,C.A.U. León,León,VIERNES,8,2025,307,25.9,35.0,15.0,8.7,20.6,0.0,35.0,309
2025-08-09,C.A.U. León,León,SÁBADO,8,2025,309,26.7,36.2,15.0,7.0,14.8,0.0,31.0,250
2025-08-10,C.A.U. León,León,DOMINGO,8,2025,250,27.8,36.0,19.0,9.1,18.3,0.0,28.0,260
2025-08-11,C.A.U. León,León,LUNES,8,2025,260,25.9,35.0,13.0,7.8,13.0,0.0,30.0,312
2025-08-12,C.A.U. León,León,MARTES,8,2025,312,25.4,33.5,19.8,11.1,31.7,0.0,39.0,355
2025-08-13,C.A.U. León,León,MIÉRCOLES,8,2025,355,22.3,30.0,16.0,8.0,40.7,1.27,54.0,297
2025-08-14,C.A.U. León,León,JUEVES,8,2025,297,24.8,34.0,16.7,9.3,16.5,5.59,43.0,294
2025-08-15,C.A.U. León,León,VIERNES,8,2025,294,27.1,36.0,18.0,11.1,18.3,0.0,30.0,261
2025-08-16,C.A.U. León,León,SÁBADO,8,2025,261,25.6,35.7,14.0,8.7,22.2,0.0,28.0,238
2025-08-17,C.A.U. León,León,DOMINGO,8,2025,238,25.9,35.0,17.0,9.8,27.8,39.88,30.0,264
2025-08-18,C.A.U. León,León,LUNES,8,2025,264,20.2,27.2,15.0,8.7,16.5,0.0,55.0,380
2025-08-19,C.A.U. León,León,MARTES,8,2025,380,16.5,25.0,8.0,7.4,20.6,0.0,64.0,270
2025-08-20,C.A.U. León,León,MIÉRCOLES,8,2025,270,15.9,23.0,9.0,8.9,16.5,0.0,62.0,305
2025-08-21,C.A.U. León,León,JUEVES,8,2025,305,16.5,24.2,8.0,9.8,16.5,1.27,60.0,292
2025-08-22,C.A.U. León,León,VIERNES,8,2025,292,16.5,26.1,6.0,6.5,14.8,0.0,58.0,263
2025-08-23,C.A.U. León,León,SÁBADO,8,2025,263,18.6,28.6,7.0,7.6,14.8,2.79,49.0,242
2025-08-24,C.A.U. León,León,DOMINGO,8,2025,242,22.2,30.6,12.0,8.9,22.2,0.0,34.0,242
2025-08-25,C.A.U. León,León,LUNES,8,2025,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340
2025-08-26,C.A.U. León,León,MARTES,8,2025,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284
2025-08-27,C.A.U. León,León,MIÉRCOLES,8,2025,284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287
